timestamp,supply
1495385434,16343337.5
1495640568,16348987.5
1495887155,16354625
1496124198,16360250
1496350615,16365875
1496580989,16371500
1496828168,16377125
1497071546,16382725
1497346868,16388362.5
1497607137,16393962.5
1497878153,16399600
1498154987,16405250
1498419000,16410850
1498692267,16416462.5
1498959926,16422125
1499188900,16427725
1499449601,16433337.5
1499690341,16439000
1499912193,16444612.5
1500179902,16450225
1500430155,16455837.5
1500678114,16461437.5
1500906411,16467050
1501169442,16472737.5
1501423223,16478350
1501684526,16483975
1501925864,16489600
1502173961,16495212.5
1502450858,16500875
1502734285,16506525
1502994679,16512187.5
1503252573,16517800
1503584870,16523412.5
1503901034,16529000
1504167979,16534612.5
1504393566,16540237.5
1504622483,16545850
1504843799,16551475
1505088839,16557137.5
1505304661,16562737.5
1505518516,16568400
1505756388,16574000
1506025728,16579612.5
1506279649,16585212.5
1506562635,16590825
1506799193,16596425
1507054545,16602050
1507332000,16607700
1507565900,16613337.5
1507814442,16618950
1508075072,16624562.5
1508301044,16630187.5
1508525111,16635787.5
1508757923,16641387.5
1508978512,16646987.5
1509281435,16652612.5
1509553352,16658225
1509836808,16663850
1510107986,16669462.5
1510403385,16675075
1510740105,16680700
1510998524,16686300
1511233176,16691937.5
1511479869,16697575
1511736524,16703212.5
1511967506,16708812.5
1512192954,16714425
1512417485,16720050
1512635770,16725687.5
1512872428,16731287.5
1513111231,16736937.5
1513326111,16742587.5
1513549129,16748187.5
1513795181,16753787.5
1514073611,16759412.5
1514344445,16765025
1514590678,16770637.5
1514840000,16776250
1515076071,16781887.5
1515323307,16787475
1515557802,16793112.5
1515778116,16798712.5
1516028240,16804300
1516262571,16809937.5
1516490588,16815575
1516702415,16821175
1516943757,16826775
1517187769,16832387.5
1517455849,16838025
1517693677,16843637.5
1517911603,16849250
1518187100,16854837.5
1518446657,16860487.5
1518687725,16866087.5
1518938327,16871700
1519190800,16877325
1519448149,16882925
1519697123,16888537.5
1519940718,16894175
1520180745,16899787.5
1520428997,16905387.5
1520682163,16911012.5
1520934527,16916625
1521202001,16922250
1521454156,16927862.5
1521727129,16933475
1522000479,16939100
1522262530,16944712.5
1522531962,16950337.5
1522775629,16955950
1523036631,16961550
1523268879,16967175
1523518154,16972800
1523768437,16978400
1524021361,16984000
1524262600,16989587.5
1524509596,16995225
1524785634,17000825
1525061580,17006450
1525315381,17012062.5
1525573929,17017700
1525844285,17023300
1526114696,17028975
1526372778,17034575
1526631789,17040212.5
1526893188,17045812.5
1527138867,17051437.5
1527378852,17057037.5
1527631304,17062650
1527865031,17068262.5
1528103316,17073875
1528331670,17079475
1528607108,17085087.5
1528879242,17090700
1529136271,17096337.5
1529377339,17101950
1529622879,17107550
1529864219,17113225
1530136993,17118825
1530396732,17124450
1530683825,17130075
1530950982,17135687.5
1531212498,17141312.5
1531482099,17146987.5
1531786109,17152587.5
1532023066,17158237.5
1532269724,17163862.5
1532500088,17169462.5
1532732167,17175087.5
1532991294,17180712.5
1533247845,17186312.5
1533478459,17191900
1533743313,17197525
1533977302,17203125
1534231479,17208737.5
1534487029,17214337.5
1534735584,17219950
1534994023,17225600
1535256321,17231200
1535488146,17236825
1535746817,17242412.5
1536010499,17248000
1536288260,17253587.5
1536543101,17259200
1536802637,17264812.5
1537085557,17270412.5
1537358088,17276025
1537617060,17281675
1537866131,17287275
1538128603,17292912.5
1538377674,17298512.5
1538644777,17304125
1538922340,17309762.5
1539214463,17315362.5
1539487835,17320987.5
1539769524,17326587.5
1540045098,17332225
1540302613,17337812.5
1540597041,17343412.5
1540871948,17349025
1541117465,17354625
1541388377,17360237.5
1541683467,17365850
1541975559,17371462.5
1542269690,17377075
1542566645,17382687.5
1542882935,17388287.5
1543187544,17393912.5
1543520133,17399500
1543857188,17405112.5
1544158836,17410725
1544472093,17416337.5
1544775836,17421962.5
1545054002,17427562.5
1545320321,17433150
1545572413,17438750
1545815553,17444387.5
1546048678,17449987.5
1546292556,17455612.5
1546555184,17461262.5
1546809046,17466912.5
1547063424,17472575
1547318611,17478200
1547599593,17483812.5
1547898604,17489437.5
1548160841,17495050
1548420020,17500662.5
1548699286,17506312.5
1548962528,17511912.5
1549225889,17517525
1549478779,17523137.5
1549711246,17528737.5
1549993184,17534362.5
1550273216,17539987.5
1550520216,17545612.5
1550807704,17551225
1551068954,17556825
1551334148,17562437.5
1551589702,17568050
1551869326,17573637.5
1552152296,17579300
1552421068,17584900
1552684564,17590512.5
1552937278,17596162.5
1553184676,17601800
1553428553,17607412.5
1553702604,17613037.5
1553969181,17618650
1554242007,17624250
1554508406,17629900
1554781638,17635500
1555045046,17641087.5
1555333105,17646675
1555604413,17652312.5
1555862542,17657937.5
1556143083,17663587.5
1556411440,17669175
1556662498,17674812.5
1556888839,17680450
1557172909,17686062.5
1557441404,17691675
1557723326,17697325
1557972426,17702950
1558227274,17708550
1558470027,17714137.5
1558714138,17719737.5
1558962133,17725350
1559194526,17731000
1559471006,17736600
1559747121,17742200
1560014031,17747837.5
1560276942,17753450
1560535663,17759037.5
1560810813,17764650
1561051200,17770237.5
1561305802,17775825
1561548988,17781450
1561790794,17787050
1562046940,17792650
1562275121,17798250
1562495658,17803850
1562739598,17809487.5
1563014032,17815100
1563279802,17820700
1563574702,17826300
1563802832,17831900
1564082825,17837525
1564321591,17843112.5
1564574101,17848737.5
1564807728,17854337.5
1565048932,17859987.5
1565302023,17865587.5
1565563399,17871212.5
1565825249,17876850
1566095479,17882487.5
1566359250,17888112.5
1566628437,17893737.5
1566892580,17899350
1567143944,17904962.5
1567391692,17910562.5
1567653571,17916200
1567898074,17921812.5
1568132354,17927412.5
1568356429,17933025
1568611531,17938650
1568853756,17944237.5
1569105773,17949850
1569375061,17955487.5
1569627104,17961125
1569900677,17966737.5
1570167836,17972350
1570424723,17977975
1570679577,17983587.5
1570934398,17989200
1571214112,17994837.5
1571467691,18000475
1571720940,18006100
1571975838,18011712.5
1572270212,18017300
1572552924,18022900
1572854466,18028525
1573134152,18034137.5
1573412549,18039737.5
1573678307,18045325
1573917942,18050937.5
1574187410,18056550
1574466780,18062162.5
1574744395,18067787.5
1575013946,18073400
1575296101,18079037.5
1575549271,18084637.5
1575810190,18090250
1576081928,18095837.5
1576339048,18101437.5
1576622354,18107050
1576879640,18112675
1577111449,18118275
1577391219,18123900
1577652178,18129512.5
